condition_idx,identity,source_image,transformation,transformation_tier,transformation_category,detector_success,quality_flag_blur,quality_flag_low_light,quality_flag_noise,quality_flag_off_pose,quality_flag_small_face,quality_any_flag,quality_blur_var,quality_luma_mean,quality_noise_sigma,quality_pose_angle,quality_face_px,lbph_name,lbph_distance,lbph_margin,sface_name,sface_cosine,sface_l2,always_lbph_pred,always_lbph_correct,direct_sface_pred,direct_sface_correct,seq_cascade_pred,seq_cascade_correct,seq_cascade_reason,seq_cascade_sface_invoked,quality_only_pred,quality_only_correct,quality_only_reason,early_bypass_pred,early_bypass_correct,early_bypass_reason,early_bypass_routing_path,early_bypass_lbph_invoked,early_bypass_sface_invoked,latency_always_lbph_ms,latency_direct_sface_ms,latency_seq_cascade_ms,latency_quality_only_ms,latency_early_bypass_ms
2104,Trixia_Marie_Garcio,light_name.jpg,histeq,light,Histogram equalization,True,False,False,True,False,False,True,6059.657,128.1,11.648,1.52,80,Trixia_Marie_Garcio,64.351,0.1813,Trixia_Marie_Garcio,0.8411,0.5638,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:noise,True,Trixia_Marie_Garcio,True,quality_router_sface:noise,Trixia_Marie_Garcio,True,quality:noise,quality_triggered_sface,False,True,4.509,8.099,12.932,8.423,9.14
2105,Trixia_Marie_Garcio,light_name.jpg,autolevel,light,Auto-levels,True,False,False,True,False,False,True,4674.89,115.45,9.62,3.49,78,Trixia_Marie_Garcio,58.256,0.2668,Trixia_Marie_Garcio,0.8907,0.4675,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:noise,True,Trixia_Marie_Garcio,True,quality_router_sface:noise,Trixia_Marie_Garcio,True,quality:noise,quality_triggered_sface,False,True,4.449,8.292,13.637,9.256,8.597
2106,Trixia_Marie_Garcio,light_name.jpg,blur_7,heavy,Blur,True,True,False,False,False,False,True,28.625,84.56,0.342,2.44,79,Trixia_Marie_Garcio,69.0528,0.2076,Trixia_Marie_Garcio,0.8393,0.5669,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,5.381,9.519,15.037,10.06,9.808
2107,Trixia_Marie_Garcio,light_name.jpg,blur_5,medium,Blur,True,True,False,False,False,False,True,60.375,84.59,0.418,2.92,79,Trixia_Marie_Garcio,63.0187,0.2521,Trixia_Marie_Garcio,0.8537,0.5409,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,5.031,8.005,13.705,8.23,8.536
2108,Trixia_Marie_Garcio,light_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,138.953,84.63,0.702,2.18,79,Trixia_Marie_Garcio,58.6926,0.2957,Trixia_Marie_Garcio,0.8762,0.4977,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,5.054,8.943,13.619,8.445,9.144
2109,Trixia_Marie_Garcio,light_name.jpg,rot_270,heavy,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2110,Trixia_Marie_Garcio,light_name.jpg,rot_180,medium,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2111,Trixia_Marie_Garcio,light_name.jpg,rot_90,light,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2112,Trixia_Marie_Garcio,light_name.jpg,rot_45,heavy,Simple rotation,True,False,False,False,False,False,False,916.822,89.92,3.766,15.4,94,Kim_Ivan_Arigorat,89.6174,0.0033,Unknown,0.2843,1.1964,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.337,7.669,12.627,4.535,12.486
2113,Trixia_Marie_Garcio,light_name.jpg,rot_25,medium,Simple rotation,True,False,False,False,False,False,False,860.688,87.32,3.483,3.6,85,Jul_Leo_Javellana,87.2593,0.0103,Trixia_Marie_Garcio,0.7292,0.7359,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.701,8.517,14.134,5.15,13.068
2114,Trixia_Marie_Garcio,light_name.jpg,rot_10,light,Simple rotation,True,False,False,False,False,False,False,854.12,86.46,3.176,6.2,78,Trixia_Marie_Garcio,68.2756,0.1606,Trixia_Marie_Garcio,0.8773,0.4953,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.701,8.354,12.829,5.026,13.04
2115,Trixia_Marie_Garcio,light_name.jpg,scale_50,heavy,Scaling,True,False,False,False,False,True,True,1769.18,85.31,5.255,1.11,41,Thea_Ganza,99.0193,0.0151,Trixia_Marie_Garcio,0.7617,0.6903,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:small_face,True,Trixia_Marie_Garcio,True,quality_router_sface:small_face,Trixia_Marie_Garcio,True,quality:small_face,quality_triggered_sface,False,True,5.099,8.97,14.034,9.314,10.209
2116,Trixia_Marie_Garcio,light_name.jpg,scale_70,medium,Scaling,True,False,False,False,False,True,True,1423.793,75.82,4.737,6.03,58,Trixia_Marie_Garcio,92.8233,0.0142,Trixia_Marie_Garcio,0.7495,0.7079,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:small_face,True,Trixia_Marie_Garcio,True,quality_router_sface:small_face,Trixia_Marie_Garcio,True,quality:small_face,quality_triggered_sface,False,True,4.719,8.264,13.326,9.385,8.767
2117,Trixia_Marie_Garcio,light_name.jpg,scale_90,light,Scaling,True,False,False,False,False,False,False,881.991,80.55,3.329,1.01,73,Trixia_Marie_Garcio,57.3882,0.2658,Trixia_Marie_Garcio,0.8623,0.5248,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,5.144,11.114,5.05,5.404,5.256
2118,Trixia_Marie_Garcio,light_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,False,False,2365.065,96.11,7.195,9.97,69,Andrew_Eroyla,93.9787,0.0006,Trixia_Marie_Garcio,0.7231,0.7441,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.997,11.196,14.764,4.699,14.56
2119,Trixia_Marie_Garcio,light_name.jpg,trans_20,medium,Translation,True,False,False,False,False,False,False,2243.521,93.35,6.993,1.26,73,Mary_Jade_Jakosalem,92.9097,0.002,Trixia_Marie_Garcio,0.7593,0.6938,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.765,8.003,12.892,5.06,13.69
2120,Trixia_Marie_Garcio,light_name.jpg,trans_10,light,Translation,True,False,False,False,False,False,False,2291.68,86.28,6.665,1.17,82,John_Roland_Octavio,84.8834,0.0091,Trixia_Marie_Garcio,0.8135,0.6107,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.677,8.288,12.873,4.726,13.12
2121,Trixia_Marie_Garcio,light_name.jpg,flip_lr,light,Flip,True,False,False,False,False,False,False,2295.88,84.63,6.712,2.13,77,Trixia_Marie_Garcio,64.1392,0.1925,Trixia_Marie_Garcio,0.9004,0.4462,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,5.317,9.955,4.783,5.263,4.964
2122,Trixia_Marie_Garcio,light_name.jpg,aspect_6_3,medium,Aspect ratio change,True,True,False,False,False,False,True,478.721,84.78,1.333,2.68,78,Trixia_Marie_Garcio,59.9971,0.2373,Trixia_Marie_Garcio,0.8595,0.5302,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,4.639,9.064,13.575,8.374,9.759
2123,Trixia_Marie_Garcio,light_name.jpg,aspect_16_9,light,Aspect ratio change,True,True,False,False,False,False,True,538.447,84.52,1.543,2.51,78,Trixia_Marie_Garcio,59.6279,0.2647,Trixia_Marie_Garcio,0.8672,0.5154,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,4.363,8.11,12.399,8.587,8.495
2124,Trixia_Marie_Garcio,light_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,508.789,98.26,2.009,3.64,98,Daniel_Ramos,80.1113,0.04,Trixia_Marie_Garcio,0.8064,0.6223,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,quality:blur,True,Trixia_Marie_Garcio,True,quality_router_sface:blur,Trixia_Marie_Garcio,True,quality:blur,quality_triggered_sface,False,True,4.511,8.17,12.696,8.822,8.706
2125,Trixia_Marie_Garcio,light_name.jpg,crop_70,medium,Crop,True,False,False,False,False,False,False,597.309,92.82,2.327,4.28,90,Trixia_Marie_Garcio,79.954,0.0255,Trixia_Marie_Garcio,0.8301,0.5829,Unknown,False,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Trixia_Marie_Garcio,True,ambiguous_band,quality_clear_dual_sface,True,True,4.928,9.702,14.266,4.817,12.832
2126,Trixia_Marie_Garcio,light_name.jpg,crop_90,light,Crop,True,False,False,False,False,False,False,709.491,85.84,2.722,0.97,79,Trixia_Marie_Garcio,62.2216,0.2188,Trixia_Marie_Garcio,0.8834,0.4829,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.469,8.493,4.501,4.759,5.72
2127,Trixia_Marie_Garcio,light_name.jpg,skew_10,heavy,Skew,True,False,False,False,False,False,False,1295.954,86.41,4.539,1.84,80,Trixia_Marie_Garcio,60.5687,0.2579,Trixia_Marie_Garcio,0.8862,0.477,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.202,7.854,4.482,4.393,4.417
2128,Trixia_Marie_Garcio,light_name.jpg,skew_6,medium,Skew,True,False,False,False,False,False,False,1387.917,85.73,4.619,2.7,79,Trixia_Marie_Garcio,58.1798,0.3072,Trixia_Marie_Garcio,0.8996,0.4481,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.52,9.189,4.831,4.644,4.863
2129,Trixia_Marie_Garcio,light_name.jpg,skew_4,light,Skew,True,False,False,False,False,False,False,1396.492,85.36,4.554,2.73,78,Trixia_Marie_Garcio,57.6011,0.2987,Trixia_Marie_Garcio,0.893,0.4626,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,5.46,9.633,6.311,5.888,6.161
2130,Trixia_Marie_Garcio,light_name.jpg,persp_10,heavy,Perspective,True,False,False,False,False,False,False,864.255,78.05,3.041,1.25,70,Trixia_Marie_Garcio,62.541,0.1707,Trixia_Marie_Garcio,0.7793,0.6644,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.353,8.099,4.513,4.584,4.497
2131,Trixia_Marie_Garcio,light_name.jpg,persp_6,medium,Perspective,True,False,False,False,False,False,False,886.986,81.09,3.315,2.6,75,Trixia_Marie_Garcio,55.4523,0.3041,Trixia_Marie_Garcio,0.8515,0.5449,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.356,9.041,4.793,4.61,4.534
2132,Trixia_Marie_Garcio,light_name.jpg,persp_4,light,Perspective,True,False,False,False,False,False,False,913.497,82.69,3.393,0.62,75,Trixia_Marie_Garcio,55.079,0.3252,Trixia_Marie_Garcio,0.8868,0.4758,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,Trixia_Marie_Garcio,True,confident_accept,False,Trixia_Marie_Garcio,True,quality_router_lbph_accept,Trixia_Marie_Garcio,True,confident_accept,quality_clear_lbph_terminal,True,False,4.35,8.263,4.593,4.443,4.482
2133,Wilbert_Mijares,dark_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,False,False,False,False,1160.472,84.61,4.204,2.9,81,Wilbert_Mijares,67.7976,0.0874,Wilbert_Mijares,0.8717,0.5066,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.392,8.832,14.059,4.723,13.266
2134,Wilbert_Mijares,dark_name.jpg,brightness_p20,medium,Brightness change,True,False,False,False,False,False,False,1066.939,81.26,4.034,2.81,81,Wilbert_Mijares,67.1077,0.0859,Wilbert_Mijares,0.8685,0.5128,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.373,8.067,12.571,4.541,12.438
2135,Wilbert_Mijares,dark_name.jpg,brightness_p10,light,Brightness change,True,False,False,False,False,False,False,897.286,74.43,3.689,2.71,81,Wilbert_Mijares,67.0152,0.1028,Wilbert_Mijares,0.87,0.5099,Wilbert_Mijares,True,Wilbert_Mijares,True,Wilbert_Mijares,True,confident_accept,False,Wilbert_Mijares,True,quality_router_lbph_accept,Wilbert_Mijares,True,confident_accept,quality_clear_lbph_terminal,True,False,4.376,8.115,4.779,4.421,4.512
2136,Wilbert_Mijares,dark_name.jpg,monochrome,light,Colour to monochrome,True,False,False,False,False,False,False,741.703,68.02,3.334,4.24,83,Wilbert_Mijares,66.9492,0.0931,Wilbert_Mijares,0.8851,0.4793,Wilbert_Mijares,True,Wilbert_Mijares,True,Wilbert_Mijares,True,confident_accept,False,Wilbert_Mijares,True,quality_router_lbph_accept,Wilbert_Mijares,True,confident_accept,quality_clear_lbph_terminal,True,False,4.739,8.78,4.927,5.033,4.841
2137,Wilbert_Mijares,dark_name.jpg,jpeg_q30,heavy,JPEG compression,True,True,False,False,False,False,True,322.591,68.02,0.877,5.96,84,Wilbert_Mijares,71.9418,0.0742,Wilbert_Mijares,0.8408,0.5643,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.554,8.898,13.284,8.382,7.985
2138,Wilbert_Mijares,dark_name.jpg,jpeg_q60,medium,JPEG compression,True,True,False,False,False,False,True,403.676,68.06,1.258,1.54,80,Wilbert_Mijares,69.0529,0.0923,Wilbert_Mijares,0.8538,0.5407,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.535,8.385,12.942,8.7,9.13
2139,Wilbert_Mijares,dark_name.jpg,jpeg_q80,light,JPEG compression,True,False,False,False,False,False,False,591.214,68.01,2.095,2.83,81,Wilbert_Mijares,69.172,0.0857,Wilbert_Mijares,0.8644,0.5208,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.287,7.764,12.474,4.442,12.396
2140,Wilbert_Mijares,dark_name.jpg,color_8bit,medium,Colour reduction,True,False,False,False,False,False,False,1093.007,65.51,3.86,6.32,81,Francis_Cromwell_Tan,93.2617,0.0032,Wilbert_Mijares,0.51,0.9899,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.393,8.157,13.902,4.679,13.292
2141,Wilbert_Mijares,dark_name.jpg,rgb565,light,Colour reduction,True,False,False,False,False,False,False,768.136,67.54,3.619,2.62,81,Wilbert_Mijares,67.8696,0.0955,Wilbert_Mijares,0.8755,0.499,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,5.588,8.609,12.713,6.066,19.716
2142,Wilbert_Mijares,dark_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,1967.375,67.72,9.447,5.57,79,Norbert_Audines,73.2432,0.0164,Wilbert_Mijares,0.7714,0.6762,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:noise,True,Wilbert_Mijares,True,quality_router_sface:noise,Wilbert_Mijares,True,quality:noise,quality_triggered_sface,False,True,4.667,8.505,15.024,9.227,9.397
2143,Wilbert_Mijares,dark_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,False,False,False,False,1312.712,67.62,6.972,5.81,83,Kim_Ivan_Arigorat,72.8457,0.0092,Wilbert_Mijares,0.834,0.5761,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.815,8.035,12.554,4.758,12.927
2144,Wilbert_Mijares,dark_name.jpg,gaussnoise_4,light,Gaussian noise,True,False,False,False,False,False,False,876.292,67.56,4.647,3.62,81,Wilbert_Mijares,69.3024,0.0818,Wilbert_Mijares,0.8803,0.4893,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.698,8.056,14.488,5.082,13.18
2145,Wilbert_Mijares,dark_name.jpg,histeq,light,Histogram equalization,True,False,False,True,False,False,True,4882.691,128.96,9.25,2.99,80,Wilbert_Mijares,71.1727,0.0532,Wilbert_Mijares,0.8229,0.5952,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:noise,True,Wilbert_Mijares,True,quality_router_sface:noise,Wilbert_Mijares,True,quality:noise,quality_triggered_sface,False,True,4.954,10.36,14.448,9.981,9.037
2146,Wilbert_Mijares,dark_name.jpg,autolevel,light,Auto-levels,True,False,False,False,False,False,False,2609.282,127.41,6.309,2.7,79,Wilbert_Mijares,67.7935,0.0941,Wilbert_Mijares,0.8709,0.5082,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.437,8.017,13.449,4.617,12.799
2147,Wilbert_Mijares,dark_name.jpg,blur_7,heavy,Blur,True,True,False,False,False,False,True,9.618,67.98,0.325,5.55,80,Wilbert_Mijares,75.2595,0.0731,Wilbert_Mijares,0.8501,0.5475,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.468,8.052,13.11,8.573,8.717
2148,Wilbert_Mijares,dark_name.jpg,blur_5,medium,Blur,True,True,False,False,False,False,True,20.473,67.99,0.358,5.34,81,Wilbert_Mijares,70.3883,0.0834,Wilbert_Mijares,0.8686,0.5127,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.784,8.341,12.668,8.342,9.803
2149,Wilbert_Mijares,dark_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,48.208,68.02,0.487,5.2,82,Wilbert_Mijares,68.4701,0.0807,Wilbert_Mijares,0.8785,0.493,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.64,8.035,13.234,8.243,8.81
2150,Wilbert_Mijares,dark_name.jpg,rot_270,heavy,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2151,Wilbert_Mijares,dark_name.jpg,rot_180,medium,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2152,Wilbert_Mijares,dark_name.jpg,rot_90,light,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2153,Wilbert_Mijares,dark_name.jpg,rot_45,heavy,Simple rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
2154,Wilbert_Mijares,dark_name.jpg,rot_25,medium,Simple rotation,True,True,False,False,False,False,True,325.585,69.3,2.128,10.92,86,Francis_Miles_Ang,84.7408,0.0048,Wilbert_Mijares,0.6961,0.7796,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,5.22,8.185,12.595,8.21,8.257
2155,Wilbert_Mijares,dark_name.jpg,rot_10,light,Simple rotation,True,True,False,False,False,False,True,300.38,68.85,1.776,9.16,82,Wilbert_Mijares,77.59,0.0392,Wilbert_Mijares,0.8782,0.4936,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,5.091,10.766,15.066,10.19,8.761
2156,Wilbert_Mijares,dark_name.jpg,scale_50,heavy,Scaling,True,True,False,False,False,True,True,574.56,68.09,2.882,5.92,44,Kyle_Yuan_Uy,89.1411,0.0008,Wilbert_Mijares,0.7912,0.6462,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,"quality:blur,small_face",True,Wilbert_Mijares,True,"quality_router_sface:blur,small_face",Wilbert_Mijares,True,"quality:blur,small_face",quality_triggered_sface,False,True,4.548,8.434,13.31,8.961,8.601
2157,Wilbert_Mijares,dark_name.jpg,scale_70,medium,Scaling,True,True,False,False,False,True,True,509.658,67.52,2.625,1.49,59,Wilbert_Mijares,85.3985,0.0116,Wilbert_Mijares,0.7758,0.6697,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,"quality:blur,small_face",True,Wilbert_Mijares,True,"quality_router_sface:blur,small_face",Wilbert_Mijares,True,"quality:blur,small_face",quality_triggered_sface,False,True,5.055,9.258,14.386,9.038,9.62
2158,Wilbert_Mijares,dark_name.jpg,scale_90,light,Scaling,True,True,False,False,False,False,True,321.767,68.27,1.835,5.24,72,Wilbert_Mijares,66.1731,0.146,Wilbert_Mijares,0.8517,0.5446,Wilbert_Mijares,True,Wilbert_Mijares,True,Wilbert_Mijares,True,quality:blur,True,Wilbert_Mijares,True,quality_router_sface:blur,Wilbert_Mijares,True,quality:blur,quality_triggered_sface,False,True,4.756,8.137,14.126,9.523,8.84
2159,Wilbert_Mijares,dark_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,False,False,955.859,63.56,4.069,18.5,68,Andrew_Eroyla,87.2548,0.0023,Wilbert_Mijares,0.6156,0.8768,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.47,9.101,13.258,4.673,13.243
2160,Wilbert_Mijares,dark_name.jpg,trans_20,medium,Translation,True,False,False,False,False,False,False,644.129,65.2,3.553,9.62,77,Francis_Miles_Ang,86.1932,0.0017,Wilbert_Mijares,0.7684,0.6806,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.46,8.725,13.214,4.73,14.91
2161,Wilbert_Mijares,dark_name.jpg,trans_10,light,Translation,True,False,False,False,False,False,False,652.677,66.45,3.405,6.51,79,Michael_Andrei_Jugado,78.5541,0.0288,Wilbert_Mijares,0.7899,0.6482,Unknown,False,Wilbert_Mijares,True,Wilbert_Mijares,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Wilbert_Mijares,True,ambiguous_band,quality_clear_dual_sface,True,True,4.896,8.756,13.222,5.369,13.502
